# Omega_m, sigma_8, w, Omega_b, little_h, n_s, m_nu
0.123789473684210519, 1.351914146022953345, -0.980661084367810409, 0.046338508556111199, 0.696879638384753419, 0.975752378172620505, 0.087033626900691011
0.127578947368421042, 1.234835055114763769, -0.756882103290270170, 0.044865476813342541, 0.702504112615817355, 0.968340762369305330, 0.098232499383489075
0.131368421052631579, 1.312337323637541742, -0.592757192185097703, 0.042786600896040590, 0.720927271519042123, 0.970974268044998978, 0.061587485885610013
0.135157894736842088, 1.270285473606806326, -0.875940662879490684, 0.042455660672224615, 0.729633687278088972, 0.966212562687791321, 0.069512128641863999
0.142736842105263162, 1.220840609252417330, -0.819311230929753886, 0.049220980757613365, 0.676763202059723623, 0.972798139000499607, 0.099945886510762319
0.146526315789473671, 1.204950466257555863, -0.451428955545530419, 0.047317986038316696, 0.684934107018238758, 0.967243023878158970, 0.112806217374502860
0.150315789473684208, 1.197100470137621775, -0.684437370393902622, 0.044359797796146232, 0.703011793761390003, 0.969555140388053682, 0.070724570421843283
0.157894736842105254, 1.168016762677118958, -0.929179838607338993, 0.044745801734016759, 0.708668976791965388, 0.965216276397140693, 0.079824908690621171
0.165473684210526301, 1.126781434068163446, -0.955054668439161869, 0.041931409464816556, 0.730605211289933831, 0.964722627723760495, 0.114773801645888615
0.188210526315789467, 1.056530882739147081, -0.722301925583266446, 0.039881324999527214, 0.747497334735049090, 0.960425322806022552, 0.129542083915279549
0.264000000000000012, 0.936961042931235388, -0.532556515647715112, 0.047519401389745516, 0.685578770651594560, 0.962705073791244814, 0.081217227646614876
0.282947368421052614, 0.921304342619377548, -0.848174547423572900, 0.046832216401242917, 0.692072088235431981, 0.957297648764984688, 0.091667686948496557
0.298105263157894762, 0.844777206191023255, -0.902870435093374502, 0.044650796452705616, 0.709196055977496354, 0.963728957574147671, 0.131801577875156312
0.301894736842105216, 0.897171286874268947, -0.641986176164391242, 0.043701375280214540, 0.715280855660470949, 0.959043043610216639, 0.064866679433558408
0.305684210526315780, 0.891592965724228526, -0.789023194239814374, 0.039593294742454994, 0.750656909540609152, 0.961619258038190372, 0.093266569556494885
0.324631578947368382, 0.865182556476451592, -1.006153717410200432, 0.050368586489851291, 0.666966021484809768, 0.954614198228724842, 0.105267453083536661
0.332210526315789456, 0.825247611430716677, -1.006950166440600647, 0.046451983496861748, 0.692622385034278421, 0.972192216469988213, 0.065998094537805460
0.332210526315789456, 0.850255114807405121, -0.789995187322744541, 0.045884677535917302, 0.698428943713277128, 0.966931780152546105, 0.074490263267943335
0.335999999999999965, 0.825553980520154385, -0.643400597527813867, 0.043771035299663828, 0.715869967412110619, 0.969178371663579785, 0.107103545009998288
0.351157894736842113, 0.797810331630008918, -0.903700962907376448, 0.042724017822138069, 0.723036905155730492, 0.964923132510178361, 0.120884872822421927
0.358736842105263132, 0.803776874910241856, -0.849057346004155833, 0.050056874802857969, 0.668337551632568805, 0.974640693682491288, 0.075789534476469064
0.370105263157894715, 0.786597358923588730, -0.534675688306752050, 0.048676573655645372, 0.679242933794871551, 0.968005385323544632, 0.085541596551293009
0.377684210526315789, 0.764592821516335563, -0.723426981972182803, 0.045866178185976533, 0.698941742728344528, 0.970523393014596225, 0.122993366307530300
0.377684210526315789, 0.783355835541276413, -0.955858105267864300, 0.044947313587128307, 0.704537809384969571, 0.965914484679695429, 0.138819284111458691
